source,target,weight
"('CONTEXT-COMPLEX', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('CONTEXT-COMPLEX', 'strong analytical skills')",strong analytical skills,1
"('CONTEXT-COMPLEX', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('CORE-ADAPT', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('CORE-ADAPT', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('CORE-ADAPT', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('CORE-ADAPT', 'strong analytical skills')",strong analytical skills,1
"('CORE-ADAPT', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('CORE-BUSINESS', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('CORE-BUSINESS', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('CORE-BUSINESS', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('CORE-BUSINESS', 'strong analytical skills')",strong analytical skills,1
"('CORE-BUSINESS', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('EXP-AI-YRS', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('EXP-AI-YRS', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('EXP-AI-YRS', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('EXP-AI-YRS', 'strong analytical skills')",strong analytical skills,1
"('EXP-AI-YRS', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('EXP-INDUSTRY', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('EXP-INDUSTRY', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('EXP-INDUSTRY', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('EXP-INDUSTRY', 'strong analytical skills')",strong analytical skills,1
"('EXP-INDUSTRY', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('EXP-PM-YRS', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('EXP-PM-YRS', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('EXP-PM-YRS', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('EXP-PM-YRS', 'strong analytical skills')",strong analytical skills,1
"('EXP-PM-YRS', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('EXP_ROLE', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('EXP_ROLE', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('EXP_ROLE', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('EXP_ROLE', 'strong analytical skills')",strong analytical skills,1
"('EXP_ROLE', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('PM-METHOD', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('PM-METHOD', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('PM-METHOD', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('PM-METHOD', 'strong analytical skills')",strong analytical skills,1
"('PM-METHOD', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('PM-PLAN', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('PM-PLAN', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('PM-PLAN', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('PM-PLAN', 'strong analytical skills')",strong analytical skills,1
"('PM-PLAN', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('PM-RISK', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('PM-RISK', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('PM-RISK', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('PM-RISK', 'strong analytical skills')",strong analytical skills,1
"('PM-RISK', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('QUAL-PREF', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('QUAL-PREF', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('QUAL-PREF', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('QUAL-PREF', 'strong analytical skills')",strong analytical skills,1
"('QUAL-PREF', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('SS-CONFLICT', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('SS-CONFLICT', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('SS-CONFLICT', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('SS-CONFLICT', 'strong analytical skills')",strong analytical skills,1
"('SS-CONFLICT', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('SS-LEADERSHIP', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('SS-LEADERSHIP', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('SS-LEADERSHIP', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('SS-LEADERSHIP', 'strong analytical skills')",strong analytical skills,1
"('SS-LEADERSHIP', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('SS-STAKEHOLDER', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('SS-STAKEHOLDER', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('SS-STAKEHOLDER', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('SS-STAKEHOLDER', 'strong analytical skills')",strong analytical skills,1
"('SS-STAKEHOLDER', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('TECH-CONCEPT', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('TECH-CONCEPT', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('TECH-CONCEPT', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('TECH-CONCEPT', 'strong analytical skills')",strong analytical skills,1
"('TECH-CONCEPT', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('TECH-HANDSON', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('TECH-HANDSON', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('TECH-HANDSON', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('TECH-HANDSON', 'strong analytical skills')",strong analytical skills,1
"('TECH-HANDSON', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('TECH-OPS', 'experience collaborating in hybrid teams')",experience collaborating in hybrid teams,1
"('TECH-OPS', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('TECH-OPS', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('TECH-OPS', 'strong analytical skills')",strong analytical skills,1
"('TECH-OPS', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('experience collaborating in hybrid teams', 'highly skilled and self-driven')",highly skilled and self-driven,1
"('experience collaborating in hybrid teams', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('experience collaborating in hybrid teams', 'strong analytical skills')",strong analytical skills,1
"('experience collaborating in hybrid teams', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('highly skilled and self-driven', 'job_domain: cloud infrastructure for artificial intelligence')",job_domain: cloud infrastructure for artificial intelligence,1
"('highly skilled and self-driven', 'strong analytical skills')",strong analytical skills,1
"('highly skilled and self-driven', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('job_domain: cloud infrastructure for artificial intelligence', 'strong analytical skills')",strong analytical skills,1
"('job_domain: cloud infrastructure for artificial intelligence', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('strong analytical skills', 'summarizing complex trade-offs')",summarizing complex trade-offs,1
"('CERT-PM', 'ability to run coe review boards')",ability to run coe review boards,1
"('CERT-PM', 'contribution to knowledge base articles')",contribution to knowledge base articles,1
"('CERT-PM', 'contribution to reference architectures')",contribution to reference architectures,1
"('CERT-PM', 'contribution to white papers')",contribution to white papers,1
"('CERT-PM', 'must be able to travel up to 50% annually')",must be able to travel up to 50% annually,1
"('CERT-TECH', 'ability to run coe review boards')",ability to run coe review boards,1
"('CERT-TECH', 'contribution to knowledge base articles')",contribution to knowledge base articles,1
"('CERT-TECH', 'contribution to reference architectures')",contribution to reference architectures,1
"('CERT-TECH', 'contribution to white papers')",contribution to white papers,1
"('CERT-TECH', 'must be able to travel up to 50% annually')",must be able to travel up to 50% annually,1
"('CONTEXT-COMPLEX', 'ability to run coe review boards')",ability to run coe review boards,1
"('CONTEXT-COMPLEX', 'contribution to knowledge base articles')",contribution to knowledge base articles,1
"('CONTEXT-COMPLEX', 'contribution to reference architectures')",contribution to reference architectures,1
"('CONTEXT-COMPLEX', 'contribution to white papers')",contribution to white papers,1
"('CONTEXT-COMPLEX', 'must be able to travel up to 50% annually')",must be able to travel up to 50% annually,1
"('CONTEXT-ETHIC', 'ability to run coe review boards')",ability to run coe review boards,1
"('CONTEXT-ETHIC', 'contribution to knowledge base articles')",contribution to knowledge base articles,1
"('CONTEXT-ETHIC', 'contribution to reference architectures')",contribution to reference architectures,1
"('CONTEXT-ETHIC', 'contribution to white papers')",contribution to white papers,1
"('CONTEXT-ETHIC', 'must be able to travel up to 50% annually')",must be able to travel up to 50% annually,1
"('CONTEXT-REG', 'ability to run coe review boards')",ability to run coe review boards,1
"('CONTEXT-REG', 'contribution to knowledge base articles')",contribution to knowledge base articles,1
"('CONTEXT-REG', 'contribution to reference architectures')",contribution to reference architectures,1
